entity_id,company,company_description,sector,subsector,value_chain_tier,bottleneck_risk,policy_exposure,round,deal_type,amount_m,valuation_m,date,date_display,month_year,quarter,year,location,lead_investors,co_investors,related_tickers,robotnik_take,source
wearable-robotics,Wearable Robotics,"Italian Sant'Anna spinout building the ALEX RS upper-limb rehabilitation exoskeleton. More than 50 installations to date; competes with Bionic, Ekso, and Cyberdyne in neuromotor rehab.",Robotics,Surgical & Medical,System Integration,Pre-commercial,None,Series A,venture,5.5,,2026-04-03,3-Apr-26,Apr-26,2Q26,2026,Italy (Pisa),CDP Venture Capital,"MITO Technology, LIFTT, SIMEST, RoboIT, Toscana Next",,"Sant'Anna spinout with 50+ ALEX RS installations is real clinical footprint, but neuromotor-rehab exoskeletons remain a hospital-by-hospital sales cycle with stretched reimbursement — Ekso Bionics (EKSO) penny-stock status is the cautionary listed comp. Comp set: Ekso Bionics on listed US peer, Bionik Laboratories on micro-cap upper-limb rehab, Cyberdyne (7779 JP) on Japanese listed, ReWalk Robotics (now Lifeward, LFWD) on lower-limb. CDP Venture-led E5M Series A is sovereign-industrial Italian capital rather than scale-stage financing.",https://www.eu-startups.com/2026/04/italys-wearable-robotics-closes-e5-million-series-a-to-scale-neuromotor-rehabilitation-robotics-and-exoskeletons/
hyfix-spatial-intelligence,HYFIX Spatial Intelligence,"Builds a US-made system-on-chip for drones and robots that integrates flight control, GPS, secure communications, and onboard compute on one die. Positioned as an alternative to Chinese-supplied drone silicon after recent FCC restrictions.",Robotics,Machine Vision & Sensors,Components & Subsystems,Pre-commercial,US_DPA_Title_III,Seed,venture,15.0,,2026-04-15,15-Apr-26,Apr-26,2Q26,2026,"USA (Santa Clara, CA)",Craft Ventures,"Catapult Ventures, Multicoin Capital, Finality Capital, Sky Dayton",,"US-made drone SoC integrating flight-control, GPS, secure-comms, and onboard compute is the cleanest post-FCC-restriction supply-chain bet — HYFIX is positioned to replace DJI-supplied silicon as the China-decoupled drone-component default. Comp set: Ambarella (AMBA) on drone vision SoC, Innoviz (INVZ) and Aeva (AEVA) on adjacent sensor silicon, Skydio and Anduril as the prime drone customers. Craft Ventures lead plus Multicoin crossover is unusual — reads as DPA Title III-aligned positioning ahead of DoD procurement.",https://fortune.com/2026/04/15/exclusive-hyfix-craft-ventures-dji-drone-gps-chi/
premium-robotics,Premium Robotics,German developer of picking and palletizing robots for food retail intralogistics. Acquired by Schwarz Group (parent of Lidl and Kaufland) for in-house deployment.,Robotics,Warehouse & Logistics,System Integration,Medium,None,M&A,venture,,,2026-04-21,21-Apr-26,Apr-26,2Q26,2026,Germany (Leinfelden-Echterdingen),Schwarz Group,,,"Schwarz Group absorbing its long-time picking/palletizing partner is European grocery vertical-integration — Lidl/Kaufland scale lets Schwarz capture intralogistics margin rather than rent it. Comp set: Symbotic (SYM) under Walmart as the US analog vertical integration, AutoStore (AUTO NO) on listed grid-AS/RS, Ocado (OCDO LN) on UK grocery automation IP, Knapp on Austrian intralogistics; Berkshire Grey (delisted, SoftBank-owned) on US warehouse picking. EU food-retail automation thesis tightens.",https://gruppe.schwarz/en/press/archive/2026/companies-of-schwarz-group-integrate-tech-specialist-premium-robotics
general-robotics,General Robotics,"Develops GRID, an intelligence layer that orchestrates heterogeneous robot fleets and integrates with NVIDIA Isaac Sim. Accenture is a strategic investor and commercial channel partner.",Robotics,Software & Simulation,Software & Services,Medium,None,Strategic,strategic_corporate,,,2026-04-15,15-Apr-26,Apr-26,2Q26,2026,"USA (Redmond, WA)",Accenture Ventures,,,"Accenture Ventures backing GRID is the channel-not-capital play — fleet-orchestration software with Isaac Sim integration only matters if the SI partner with enterprise rolodex drives deployments, and Accenture's manufacturing consulting practice is the load-bearing piece. Comp set: Formant on US robot-fleet ops, Freedom Robotics on dev-tooling for fleets, InOrbit on cloud robotics orchestration, Cogniteam on fleet management; NVIDIA (NVDA) as the Isaac Sim platform partner. Terms undisclosed; strategic, not financial.",https://newsroom.accenture.com/news/2026/accenture-invests-in-general-robotics-to-advance-physical-ai-powered-robotics-in-manufacturing-and-logistics
neye-ai,nEye.ai,"Develops optical circuit switching for AI data centers, combining silicon photonics with MEMS optical switching. Targets the optical interconnect bottleneck in hyperscale AI clusters, competing with the TIA and laser stacks behind Broadcom and Marvell optics.",Semiconductors,Frontier Compute,IP & Design,Medium,US_CHIPS_Act,Series C,venture,80.0,,2026-04-14,14-Apr-26,Apr-26,2Q26,2026,"USA (Sunnyvale, CA)",Sutter Hill Ventures,"CapitalG, M12 (Microsoft), Socratic Partners",,"Sutter Hill + CapitalG + M12 on optical circuit switching is the cleanest hyperscaler-aligned bet on the AI-cluster interconnect bottleneck — Google and Microsoft both signaling they need an OCS alternative to the proprietary stacks behind Broadcom (AVGO) and Marvell (MRVL) optics. Comp set: Lightmatter Passage, Celestial AI, Ayar Labs on co-packaged optics; Coherent (COHR) and Lumentum (LITE) as the public read on legacy pluggable economics. Optical interconnect is the binding constraint for next-gen AI clusters.",https://www.businesswire.com/news/home/20260414407496/en/nEye.ai-Secures-$80-Million-Series-C-to-Scale-Optical-Circuit-Switching-for-AI-Infrastructure
sygaldry-technologies,Sygaldry Technologies,Builds quantum-accelerated AI servers combining multiple qubit types in a fault-tolerant architecture. Founded by Chad Rigetti (founder of Rigetti Computing); pitches quantum acceleration as a path to lower training and inference cost than monolithic GPU stacks.,Semiconductors,Frontier Compute,IP & Design,Pre-commercial,US_CHIPS_Act,Series A,venture,105.0,,2026-04-14,14-Apr-26,Apr-26,2Q26,2026,"USA (Berkeley, CA)",Breakthrough Energy Ventures,"Y Combinator, Rock Yard Ventures, IQT, University of Michigan, QDNL Participations, Expeditions Fund, 468 Capital, Morpheus Ventures, WTI, Overmatch Ventures, RRE Ventures, Switch Ventures",,"Chad Rigetti's second act at quantum-accelerated AI servers funded by Breakthrough Energy, IQT, Y Combinator, and Michigan's endowment — the cap table reads as a long-duration deep-tech bet, not near-term commercial play. Comp set on heterogeneous-quantum: PsiQuantum (photonic), QuEra (neutral atoms), IBM (IBM), IonQ (IONQ); on the AI-accelerator counter, NVIDIA (NVDA). If quantum acceleration delivers usable speedup on any sub-domain, Sygaldry has the founder credibility to be first; if not, this is Rigetti 2.0.",https://www.globenewswire.com/news-release/2026/04/14/3273436/0/en/Sygaldry-raises-139M-to-build-quantum-computers-for-AI.html
openlight,OpenLight,Designs custom photonic chips with a process design kit (PDK) library including a 400G modulator and indium phosphide heterogeneously integrated lasers. Targets the AI optical interconnect layer alongside Ayar Labs and Marvell/Broadcom photonics.,Semiconductors,Frontier Compute,IP & Design,Pre-commercial,US_CHIPS_Act,Series A (extension),venture,50.0,,2026-04-28,28-Apr-26,Apr-26,2Q26,2026,"USA (Santa Clara, CA)",Matter Venture Partners,"Acclimate Ventures, Catapult Ventures, Xora Innovation, Capricorn Investment Group, Mayfield Fund, New Legacy",,"Series A extension to $84M total positions OpenLight as the PDK-licensing alternative to in-house photonics — competing on IP openness rather than vertical integration. Comp set: Ayar Labs on optical I/O, Lightmatter on photonic compute, Marvell (MRVL) and Broadcom (AVGO) on co-packaged optics; Coherent (COHR) and Lumentum (LITE) as the merchant laser supply. Strategic frame is whether hyperscaler ASIC programs license PDKs or build proprietary photonic IP — outcome determines TAM.",https://www.businesswire.com/news/home/20260428377852/en/OpenLight-Secures-$50-Million-in-Series-A-1-Funding-to-Accelerate-Global-Deployment-of-Next-Generation-Photonics
syenta,Syenta,Australian National University spinout developing electrochemical advanced packaging — a process for chip-to-chip copper interconnects targeting AI compute scaling. Former Intel CEO Pat Gelsinger joined the board.,Semiconductors,OSAT / Packaging & Test,Fabrication & Manufacturing,Pre-commercial,None,Series A,venture,26.0,,2026-04-21,21-Apr-26,Apr-26,2Q26,2026,Australia (Sydney),"Playground Global, Australia's National Reconstruction Fund","Investible, Salus Ventures, Jelix Ventures, Wollemi Capital",,"Pat Gelsinger joining the board via Playground Global is the heaviest individual signal — the former Intel (INTC) CEO endorsing electrochemical advanced-packaging as a Series A bet means Syenta is being positioned as the picks-and-shovels alternative to TSMC (TSM) CoWoS monopoly. Comp set: Applied Materials (AMAT) and Lam Research (LRCX) on adjacent packaging equipment, ASE (ASX) and Amkor (AMKR) on OSAT incumbency; Tokyo Electron (8035 JP) on lithography-adjacent tools. Chip-to-chip copper interconnect is the AI-scaling bottleneck — clears if foundry validation lands.",https://www.businesswire.com/news/home/20260421921787/en/Next-generation-Semiconductor-Company-Syenta-Raises-$26-Million-in-Series-A-Funding-to-Deliver-Breakthrough-Chip-to-Chip-Connectivity-for-AI
rapidus,Rapidus,"Japan's flagship advanced semiconductor foundry, building a fab in Chitose, Hokkaido aiming for 2nm production by 2027. Technology transfer agreement with IBM; backed by Japanese government investment.",Semiconductors,Foundry,Fabrication & Manufacturing,High,Japan_METI_Semi_Strategy,Government investment,government,4000.0,,2026-04-11,11-Apr-26,Apr-26,2Q26,2026,"Japan (Chitose, Hokkaido)",Government of Japan (METI),,,"METI's second tranche brings cumulative Rapidus support to ~16B and crosses the threshold where the Japanese state is effectively underwriting a 2nm foundry against TSM. The strategic frame is sovereignty, not economics: the unit-cost math vs TSM N2 doesn't close, but a captive 2nm option for Fujitsu, NTT, and SoftBank is worth the subsidy alone. Closest analog is Intel Foundry's CHIPS Act funding, only more concentrated in one customer base.",https://www.bloomberg.com/news/articles/2026-04-11/japan-bets-16-billion-to-propel-startup-rapidus-into-ai-chips
sj-semiconductor,SJ Semiconductor,"12-inch middle-end-of-line foundry in Jiangyin, China specializing in advanced packaging — bumping, redistribution layer (RDL), and interposer services for chiplet integration. Positioned as a domestic alternative to TSMC CoWoS capacity for Chinese fabless customers.",Semiconductors,OSAT / Packaging & Test,Fabrication & Manufacturing,Medium,China_Big_Fund;US_Export_Controls_China,IPO,venture,690.0,19320.0,2026-04-21,21-Apr-26,Apr-26,2Q26,2026,"China (Wuxi, Jiangsu)",Shanghai Stock Exchange STAR Market,,,Largest A-share IPO of 2026 YTD funds a domestic answer to TSM CoWoS supply constraints — SJSemi holds ~85% of China's 2.5D advanced-packaging share. The structural read is that Beijing has now backstopped both leading-edge wafer (SMIC) and advanced packaging (SJSemi/JCET) as separate state priorities. Closest comps: ASE Technology (ASX) and Amkor (AMKR) on the public side; differential is China-domestic customer pull driven by export-control overhang.,https://www.trendforce.com/news/2026/04/23/news-china-osat-sj-semiconductor-reportedly-raises-rmb-5b-in-ipo-largest-a-share-offering-of-2026-so-far/
polariton-technologies,Polariton Technologies,Swiss ETH Zurich spinout developing plasmonics-based silicon photonic modulators for high-speed optical interconnects. Acquired by Marvell to scale 3.2T+ optical interconnect products.,Semiconductors,Frontier Compute,IP & Design,High,None,M&A,venture,,,2026-04-23,23-Apr-26,Apr-26,2Q26,2026,Switzerland (Zurich),Marvell Technology,,,"Marvell buying an ETH Zurich plasmonics-modulator spinout to scale 3.2T optical interconnects is the cleanest signal yet that co-packaged optics is moving in-house at the merchant silicon level — MRVL is tightening photonics IP ownership vs. Broadcom (AVGO) ahead of the 1.6T/3.2T transition. Comp set: Lightmatter and Ayar Labs on optical I/O, Coherent (COHR) and Lumentum (LITE) on merchant laser supply, Macom (MTSI) on photonic components. Terms undisclosed; strategic IP tuck-in.",https://investor.marvell.com/news-events/press-releases/detail/1020/marvell-announces-acquisition-of-polariton-technologies-advancing-optical-performance-scaling-to-3-2t-and-beyond
cerebras-systems,Cerebras Systems,"Designs wafer-scale AI processors and the systems that ship around them, including the CS-3 supercomputer and on-premises and cloud inference offerings. The wafer-scale approach packages an entire silicon wafer into a single chip with 900,000+ cores, targeting large-model training and inference workloads.",Semiconductors,Frontier Compute,System Integration,High,US_CHIPS_Act,IPO (filed),venture,2000.0,24000.0,2026-04-17,17-Apr-26,Apr-26,2Q26,2026,"USA (Sunnyvale, CA)",Filed S-1 with SEC (Nasdaq: CBRS),,,Second crack at a public listing after the 2024 attempt stalled on CFIUS review of G42 exposure. The 10B OpenAI inference contract and 510M FY25 revenue give this S-1 actual numbers behind it; comp framing is Groq (still private) on the inference side and NVIDIA (NVDA) as the architectural counter-bet. Cerebras IPO is the cleanest public-market read on whether non-GPU AI silicon clears at scale.,https://stockmaven.com/cerebras-ipo-2026/
