entity_id,company,company_description,sector,subsector,value_chain_tier,bottleneck_risk,policy_exposure,round,deal_type,amount_m,valuation_m,date,date_display,month_year,quarter,year,location,lead_investors,co_investors,related_tickers,robotnik_take,source
gta-semiconductor,GTA Semiconductor,"Specialty-process foundry in Shanghai producing analog and power ICs for the Chinese automotive chip market. Targets the same product categories as Onsemi and STMicroelectronics fabs, with output focused on domestic auto-chip self-sufficiency.",Semiconductors,Foundry,,,China_Big_Fund;US_Export_Controls_China,Strategic,strategic_corporate,1850.0,,2023-09-07,7-Sep-23,Sep-23,3Q23,2023,China (Shanghai),State-backed investment funds (China),Institutional investors (state-backed),,"13.5B yuan ($1.85B) state-aligned cap injection — the largest single semis financing in Shanghai of 2023. GTA is the auto-IC analog/specialty-process foundry for China's auto-chip self-sufficiency push, the closest analog to Onsemi/STMicro power-IC fabs. Total funding ~$2.7B over two years.",https://www.dealstreetasia.com/stories/gta-semiconductor-fresh-funding-361188
runpeng-semiconductor,Runpeng Semiconductor,"12-inch analog and specialty-process foundry in Shenzhen, focused on 40nm-and-above analog production. Subsidiary of China Resources Microelectronics, part of China's mature-node capacity expansion.",Semiconductors,Foundry,,,China_Big_Fund;US_Export_Controls_China,Strategic,strategic_corporate,1700.0,,2023-08-14,14-Aug-23,Aug-23,3Q23,2023,China (Shenzhen),Big Fund (China IC Industry Investment Fund) - 25% stake CNY 3.7B; China State-Owned Enterprise Structural Reform Fund - 10% stake CNY 1.5B,China Resources Microelectronics,,"CR Micro subsidiary scaled registered capital from CNY 2.4B to CNY 12.6B for 12-inch analog/specialty fab in Shenzhen, focused on 40nm-and-above analog. Big Fund's largest single 2023 semis bet. Mirrors GTA dynamics — China's policy-driven mature-node consolidation comparable to TSMC's earlier 200mm legacy fab spend curves.",https://www.avcj.com/avcj/news/3029847/chinas-runpeng-semiconductor-raises-usd17b
tower-semiconductor,Tower Semiconductor,"Israeli specialty foundry producing analog, RF, mixed-signal, and silicon photonic chips. Public on NASDAQ (TSEM); Intel's planned $5.4B acquisition was terminated after failing to clear Chinese regulators.",Semiconductors,Foundry,,,None,M&A,venture,353.0,5400.0,2023-08-16,16-Aug-23,Aug-23,3Q23,2023,Israel (Migdal HaEmek),Intel,,,"Termination of Intel's $5.4B Tower acquisition after Chinese regulators failed to clear deal by 18-month deadline. Intel paid $353M reverse termination fee to Tower. Marks first major chip-M&A casualty of US-China geopolitical chokepoint, eliminating Intel's planned specialty-foundry vertical. Comp damage absorbed entirely by INTC.",https://towersemi.com/2023/08/16/08162023/
esmc-tsmc-bosch-infineon-nxp-jv,ESMC (TSMC/Bosch/Infineon/NXP JV),"Joint venture between TSMC, Bosch, Infineon, and NXP building a 12-inch wafer fab in Dresden, Germany. Targets 28/22nm and 16/12nm FinFET production for automotive and industrial chip customers, with output reserved for the partners' supply chains.",Semiconductors,Foundry,,,EU_Chips_Act,Strategic,strategic_corporate,3850.0,,2023-08-08,8-Aug-23,Aug-23,3Q23,2023,Germany (Dresden),TSMC,"Bosch (10%), Infineon (10%), NXP (10%); German government to provide €5B in subsidies",,TSMC board approved €3.49B equity for European Semiconductor Manufacturing Co. JV — total fab cost >€10B with German state subsidy. 22/28nm and 12/16nm capacity for European auto/industrial demand. Major comp event for Intel's Magdeburg ambitions and a 5-year overhang for European chip independence narrative.,https://www.taiwannews.com.tw/news/4967009
cerebras-systems,Cerebras Systems,"Designs wafer-scale AI processors and the systems that ship around them, including the CS-3 supercomputer and on-premises and cloud inference offerings. The wafer-scale approach packages an entire silicon wafer into a single chip with 900,000+ cores, targeting large-model training and inference workloads.",Semiconductors,Frontier Compute,,,US_CHIPS_Act,Strategic,strategic_corporate,100.0,,2023-07-20,20-Jul-23,Jul-23,3Q23,2023,"USA (Sunnyvale, CA)",G42,,,"G42's first $100M tranche of a planned 9-system Condor Galaxy supercomputer build (potential >$900M total) anchored Cerebras' 2023 revenue (G42 = 83% of FY23 sales). De facto pre-IPO strategic financing via wafer-scale CS-2 hardware orders, demonstrating sovereign-AI demand.",https://www.eetimes.com/cerebras-sells-100-million-ai-supercomputer-plans-8-more/
smart-photonics,SMART Photonics,"Only Western indium phosphide (InP) photonic integrated circuit pure-play foundry, spun out of TU Eindhoven. Targets AI optical interconnect, datacom transceivers, and photonic sensing. State-backed by the Dutch government.",Semiconductors,Foundry,,,EU_Chips_Act,Debt Financing,debt,110.2,,2023-07-12,12-Jul-23,Jul-23,3Q23,2023,Netherlands (Eindhoven),Government of the Netherlands,"ASML, NXP, VDL Groep, ING Nederland, BOP Impact Ventures, Invest-NL, Innovation Industries, BOM, PhotonDelta, KPN Ventures",,"TU/e spinout, only Western InP photonic IC pure-play foundry. €100M debt round (€60M Dutch state + €40M industry consortium) is the largest 2023 European photonics raise; effectively Dutch sovereign-photonics strategy as alternative to TSMC for AI optical interconnect, datacom, sensing.",https://smartphotonics.nl/smart-photonics-secures-e100-mln-in-additional-funding/
macom-wolfspeed-rf,MACOM / Wolfspeed RF,"Wolfspeed's former GaN-on-SiC RF business, acquired by MACOM in 2023. Produces RF semiconductors for aerospace, defense, and telecom applications; consolidates GaN RF capability within MACOM (NASDAQ: MTSI).",Semiconductors,Power & Analog,,,US_CHIPS_Act,M&A,venture,125.0,,2023-08-22,22-Aug-23,Aug-23,3Q23,2023,"USA (Lowell, MA / Durham, NC)",MACOM Technology Solutions Holdings (acquirer),,,"MACOM acquires Wolfspeed's GaN-on-SiC RF business (~$150M annualized revenue, ~280 employees) for $75M cash + $50M MACOM stock. Strategic divestiture lets Wolfspeed focus on EV/industrial SiC power; MACOM consolidates GaN RF for aerospace, defense, telecom. RTP fab transfers later under structured timeline.",https://www.businesswire.com/news/home/20230822068326/en/MACOM-Announces-Definitive-Agreement-to-Acquire-the-RF-Business-of-Wolfspeed-Inc.
sapeon-korea,Sapeon Korea,"Korean fabless designer of AI inference accelerators (X220, X330). Spinout of SK Telecom, SK Hynix, and SK Square; merged with Rebellions in 2024 to consolidate Korea's sovereign AI silicon effort.",Semiconductors,Frontier Compute,,,South_Korea_K-CHIPS_Act,Series A,venture,45.4,378.0,2023-08-30,30-Aug-23,Aug-23,3Q23,2023,"South Korea (Seoul) / USA (San Jose, CA)",Ascent Equity Partners,"GS Group affiliates, Daebo Communication & Systems, Hana Financial Group, Mirae Asset Venture Investment, We Ventures, E1 Corporation",,"SK Telecom/SK Hynix/SK Square spinout's first external Series A at 60B KRW ($45.4M), valued $378M. Builds Korean-sovereign AI inference accelerator (X220/X330) ecosystem; precursor to 2024 merger with Rebellions to consolidate Korean fabless AI silicon.",https://www.kedglobal.com/artificial-intelligence/newsView/ked202308300001
arduino,Arduino,"Italian open-source microcontroller platform serving developers, students, and increasingly enterprise embedded-AI customers. Strategic investors include Bosch, Renesas, and ARM; expanding into enterprise cloud-managed IoT through US operations.",Semiconductors,Fabless Design,,,EU_Chips_Act,Series B (extension),venture,22.0,,2023-09-06,6-Sep-23,Sep-23,3Q23,2023,"Italy (Turin) / USA (Boston, MA)","CDP Venture Capital, Anzu Partners","Arm, Bosch Ventures, Renesas Electronics (existing)",,"$22M follow-on extension takes Series B to $54M (initial $32M led by Bosch/Renesas in 2022). Arm joins to back enterprise/embedded-AI push and US expansion (Austin, Chicago). Open-source MCU platform's pivot to commercial cloud/EdgeAI is structurally important — every long-tail IoT/robotics/PhysAI product passes through Arduino dev cycles.",https://techcrunch.com/2023/09/06/arduino-nabs-22-million-in-fresh-funding-to-support-expansion-into-enterprise/
siphox-health,SiPhox Health,MIT spinout commercializing silicon-photonic immunoassay chips for at-home blood diagnostics. Targets the consumer health and chronic-disease monitoring markets; Intel Capital is an investor.,Semiconductors,Fabless Design,,,US_CHIPS_Act,Series A,venture,17.0,,2023-07-19,19-Jul-23,Jul-23,3Q23,2023,"USA (Burlington, MA)",Intel Capital,"Khosla Ventures, Y Combinator, Alumni Ventures",,MIT spinout commercializing silicon-photonic immunoassay chips for at-home blood diagnostics. Total $27M raised ($10M seed + $17M Series A). Showcase of silicon photonics' breakout into life sciences beyond traditional datacom; Intel Capital's lead reinforces SiPh foundry strategy.,https://techcrunch.com/2023/07/19/intel-khosla-27m-siphox-health-at-home-blood-test-healthcare/
nearfield-instruments,Nearfield Instruments,Dutch TNO spinout building high-throughput scanning probe metrology tools — QUADRA for surface metrology and AUDIRA for subsurface — for advanced-node semiconductor manufacturing. Targets 3D NAND and gate-all-around metrology bottlenecks.,Semiconductors,Equipment,,,EU_Chips_Act,Series C (extension),venture,17.1,,2023-09-19,19-Sep-23,Sep-23,3Q23,2023,Netherlands (Rotterdam),ING Corporate Investments (new),"Invest-NL, Innovation Industries, TNO (existing)",,"TNO spinout, leader in high-throughput non-destructive scanning probe metrology (QUADRA surface, AUDIRA subsurface). €16M extension ($17.1M) closes round at €27M total. Critical capacity-add as advanced node metrology bottlenecks (3D NAND, gate-all-around) intensify.",https://www.nearfieldinstruments.com/portfolio/nearfield-instruments-announces-eur-27-million-funding-round-ing-joins-as-new-investor/
panmnesia,Panmnesia,"Korean KAIST spinout building CXL 3.0 hardware for disaggregated memory architectures. Only company to publicly demonstrate CXL 3.0 hardware; targets AMD, Meta, and other hyperscalers exploring CXL fabrics for HBM and AI inference disaggregation.",Semiconductors,Fabless Design,,,South_Korea_K-CHIPS_Act,Seed,venture,12.5,81.4,2023-09-15,15-Sep-23,Sep-23,3Q23,2023,South Korea (Daejeon),Daekyo Investment,"SL Investment, Smilegate Investment, GNTech Venture Capital, Time Works Investment, Yuanta Investment, Quantum Ventures Korea",,KAIST spinout led by Prof. Myoungsoo Jung; only enterprise to publicly demo CXL 3.0 hardware. $12.5M (KRW 16B) seed at $81.4M post-money. Validates rising disaggregated-memory thesis as AMD/Meta study CXL fabrics for HBM/AI inference disaggregation.,https://technode.global/2023/09/15/south-korean-ai-chip-firm-panmnesia-raises-12-5m-in-seed-funding-with-a-valuation-exceeding-81-4m/
wooptix,Wooptix,"Spanish developer of wavefront-phase imaging metrology tools for advanced-node semiconductor wafers, an alternative to traditional interferometry. Intel Capital is a strategic investor; launching the Phemet fab metrology tool from a new Tenerife cleanroom.",Semiconductors,Equipment,,,EU_Chips_Act,Series B,venture,11.1,,2023-07-26,26-Jul-23,Jul-23,3Q23,2023,Spain (Tenerife),Bullnet Capital,"Intel Capital, CDTI, Danobatgroup, EIC Fund, Fagor Automation, Mondragón Promotion (€2.5M EIC grant in addition)",,Wavefront-phase imaging metrology for advanced-node wafer surfaces — alternative to interferometry. Intel Capital's third tranche signals fab-side validation. €10M Series B + €2.5M EIC funds new Tenerife clean-room and Phemet fab tool launch.,https://www.eu-startups.com/2023/07/tenerife-based-wooptix-closes-e10-million-series-b-to-automate-its-semiconductor-metrology-business/
neologic,NeoLogic,Israeli designer of quasi-CMOS logic technology that reduces transistor count by up to 3x with significant power and area savings. Targets data center CPU IP licensing at the ARM/x86 cost-performance inflection.,Semiconductors,Fabless Design,,,None,Seed,venture,8.0,,2023-07-27,27-Jul-23,Jul-23,3Q23,2023,Israel (Netanya),Maniv Mobility,"lool Ventures, M Ventures",,Quasi-CMOS logic technique reduces transistor count up to ~3x with up to 50% power and 40% area savings. Targeting datacenter CPU IP at Arm/x86 cost-perf inflection. Founders Avi Messica/Ziv Leshem ex-Apple/Marvell.,https://www.calcalistech.com/ctechnews/article/hjdjaeaq2
upmem,UPMEM,French developer of Processing-in-Memory (PIM) accelerator chips that put compute inside DRAM. Claims up to 10x energy reduction on AI and big-data workloads versus CPU baselines.,Semiconductors,Frontier Compute,,,EU_Chips_Act,Series B,venture,7.5,,2023-09-12,12-Sep-23,Sep-23,3Q23,2023,France (Grenoble),European Innovation Council Fund,"Partech, Western Digital Capital, C4 Ventures",,Processing-in-Memory (PIM) accelerator pioneer; €7M = €4.1M equity + €2.5M EIC grant. WD Capital re-up signals storage-vendor interest in DRAM-side compute as memory wall persists. Up to 10x energy reduction on AI/big-data workloads vs CPU baseline.,https://www.finsmes.com/2023/09/upmem-raises-e7m-in-funding.html
lightstandard-technology,Lightstandard Technology,"Chinese developer of phase-change-material and silicon photonics for in-memory optical compute, targeting data-center AI training and inference. Sister thesis to Lightmatter and Celestial AI.",Semiconductors,Fabless Design,,,China_Big_Fund;US_Export_Controls_China,Pre-Seed,venture,7.0,,2023-07-31,31-Jul-23,Jul-23,3Q23,2023,China (Suzhou),Frees Fund,"Xiaomiao Longcheng, Miracleplus",,Founded 2022; phase-change-material + silicon photonics for in-memory optical compute on data-center AI training/inference. Angel-level Chinese photonic-AI bet at the frontier of post-Moore alternatives; sister thesis to Lightmatter/Celestial AI.,https://semiengineering.com/startup-funding-july-2023/
delft-circuits,Delft Circuits,Dutch developer of Cri/oFlex multi-layer flexible superconducting cables for cryogenic quantum I/O. Critical picks-and-shovels infrastructure for superconducting and spin-qubit quantum systems.,Semiconductors,Equipment,,,EU_Chips_Act,Series A,venture,6.8,,2023-09-07,7-Sep-23,Sep-23,3Q23,2023,Netherlands (Delft),DTXL,High-Tech Gründerfonds (existing),,"Cri/oFlex multi-layer flexible superconducting cables for cryogenic quantum I/O. Backed by Brainport Eindhoven ecosystem (ASML, Philips LPs in DTXL). Critical infrastructure pick-and-shovel for any qubit modality (super-conducting, semi-spin) requiring sub-Kelvin scaling.",https://thequantuminsider.com/2023/09/07/dtxl-invests-e6-3-million-series-a-in-delft-circuits/
